run_id,dof_grade,dof_family_id,dof_family_friendly,R_S1_Q,R_S2_S1,dominant_parity,lock_Q0_S1_0_1-1_ratio,band_count,rho_lock,lock_quality_Q,participation_entropy,dna_cluster_id
86,A,F667F,LOCKED_lowEnt_midBands_S1Q_bin7_S2S1_bin3,5.793715226196634,5.4666272972283165,,0.6500351900692208,11,0.42880823176915833,0.9992462441135292,0.00669309990685079,
87,B,F4237,LOCKED_lowEnt_maxBands_S1Q_bin8_S2S1_bin3,7.95043046769822,9.851074944411641,,0.6592831833501436,30,0.11711771340214364,0.999878123022396,0.001296185546075351,
88,A,F9B65,LOCKED_lowEnt_midBands_S1Q_bin5_S2S1_bin3,4.256273554260782,3.081039092352828,,0.6395146151399629,12,0.44344141785022634,0.9992163279714347,0.006543362742170218,
89,A,F387F,LOCKED_lowEnt_hiBands_S1Q_bin8_S2S1_bin3,8.25034867953162,3.1007947249960797,,0.624586835386562,19,0.37412421041964333,0.9995857085868411,0.003920963182681953,
9,B,F50D1,LOCKED_lowEnt_vhiBands_S1Q_bin8_S2S1_bin3,9.519867915425468,9.103379955194605,,0.6457454926419466,23,0.154747523144484,0.9992732713777426,0.006253092194610473,
90,B,F7E1F,LOCKED_lowEnt_vhiBands_S1Q_bin5_S2S1_bin3,4.095042508462767,6.32970261066917,,0.637054600985676,20,0.07545387773896539,0.9996647615797528,0.0032487947623009664,
91,B,FBDA3,LOCKED_midEnt_midBands_S1Q_bin4_S2S1_bin3,3.8478541543041667,4.5702797036898115,,0.637416686893409,12,0.41655022726466195,0.9987912971424091,0.01012894358139237,
92,B,F671E,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,6.975883591614207,7.274486082528137,,0.6289735684720547,11,0.10721174068849999,0.999521418529611,0.004396935234861667,
93,B,F6FD7,LOCKED_lowEnt_vhiBands_S1Q_bin7_S2S1_bin3,5.0248329149323485,2.284556231630578,,0.6128672090814414,22,0.13615496160484805,0.9998675674536848,0.0013535332357838788,
94,B,F15E4,LOCKED_midEnt_hiBands_S1Q_bin8_S2S1_bin3,7.441216520033794,5.810274161075674,,0.6436863393783223,16,0.5089383875070513,0.9985131153618996,0.011793029081527547,
95,B,FE472,LOCKED_lowEnt_hiBands_S1Q_bin7_S2S1_bin3,5.87015260350891,8.501651452815448,,0.6013215971772707,17,0.1338782363238299,0.9997042158944559,0.0028782142503432466,
96,C,F0591,REJECTED,4.5400417384837635,9.098554000493092,,0.6088053248151286,12,0.22100385621097166,0.00010985671967206379,0.0042571814668315175,
97,B,F15BA,LOCKED_midEnt_midBands_S1Q_bin8_S2S1_bin3,8.752722197422125,5.502847685413876,,0.6569345832237897,11,0.38446016613249767,0.9986041561923649,0.011259520037521595,
98,B,FE34A,LOCKED_lowEnt_hiBands_S1Q_bin8_S2S1_bin3,8.535226127818158,8.10629147073385,,0.6162688732768475,15,0.12696689490005206,0.999111672413612,0.0074862804790337915,
99,A,F51F7,LOCKED_lowEnt_midBands_S1Q_bin2_S2S1_bin3,2.5508432075242813,9.947881753706419,,0.6368869016280547,11,0.4710699409864867,0.9993436752659832,0.0058065185976967,
