run_id,best_target,best_family,best_d_total
289.0,pion,pion_like,27.719036013116362
290.0,proton,nucleon_like,11.401400650717505
291.0,proton,nucleon_like,11.610093899277883
292.0,rho,rho_like,7.261208487353505
293.0,rho,rho_like,8.819657942781346
294.0,rho,rho_like,10.119752889549765
295.0,rho,rho_like,9.337859891139967
296.0,proton,nucleon_like,21.440571200357844
297.0,proton,nucleon_like,4.537591383641381
298.0,rho,rho_like,18.264814374072706
299.0,pion,pion_like,9.975433872419604
300.0,rho,rho_like,26.051851192497505
301.0,rho,rho_like,19.058024224577974
302.0,rho,rho_like,6.054938142351928
303.0,proton,nucleon_like,16.91381133740576
304.0,proton,nucleon_like,2.875360326613234
305.0,proton,nucleon_like,5.250240122746965
306.0,rho,rho_like,20.19382666021431
307.0,proton,nucleon_like,27.73537796349521
308.0,rho,rho_like,21.08746385505246
309.0,proton,nucleon_like,16.913811337405768
310.0,proton,nucleon_like,20.232459306103863
311.0,rho,rho_like,6.379012183081244
312.0,proton,nucleon_like,20.493222578558473
313.0,proton,nucleon_like,21.267565530835803
314.0,proton,nucleon_like,15.966139513660007
315.0,proton,nucleon_like,8.912729871611248
316.0,pion,pion_like,0.0
317.0,rho,rho_like,10.548293261204805
318.0,proton,nucleon_like,20.3919639209811
319.0,proton,nucleon_like,25.010852735160796
320.0,proton,nucleon_like,20.49322257855848
321.0,rho,rho_like,10.631216734351298
322.0,rho,rho_like,7.983950428493527
323.0,rho,rho_like,19.058024224577974
324.0,proton,nucleon_like,17.092797957895513
325.0,pion,pion_like,27.719036013116366
326.0,proton,nucleon_like,17.591361420648433
327.0,proton,nucleon_like,20.177145884674097
328.0,proton,nucleon_like,18.945563294339777
329.0,proton,nucleon_like,21.440571200357855
330.0,proton,nucleon_like,3.415391330060856
331.0,proton,nucleon_like,6.924484193185675
332.0,proton,nucleon_like,22.208571189683042
333.0,proton,nucleon_like,19.139405687493113
334.0,rho,rho_like,8.818708267914932
335.0,pion,pion_like,27.81788227104067
336.0,proton,nucleon_like,2.4395652601534046
337.0,proton,nucleon_like,3.666986925324473
338.0,rho,rho_like,10.631216734351298
339.0,rho,rho_like,10.119752889549764
340.0,proton,nucleon_like,17.409624615703677
341.0,proton,nucleon_like,23.79274786931557
342.0,rho,rho_like,10.631216734351295
343.0,pion,pion_like,17.0930632862537
344.0,proton,nucleon_like,11.401400650717491
345.0,rho,rho_like,9.337859891139974
346.0,rho,rho_like,10.119752889549769
347.0,rho,rho_like,17.26635768946176
348.0,proton,nucleon_like,11.140534090017024
349.0,rho,rho_like,24.07373676698726
350.0,rho,rho_like,7.5396824466000405
351.0,proton,nucleon_like,15.966139513660014
352.0,proton,nucleon_like,2.4395652601534006
353.0,rho,rho_like,10.329629409891183
354.0,pion,pion_like,0.0
355.0,rho,rho_like,8.818708267914925
356.0,proton,nucleon_like,15.408151614061147
357.0,proton,nucleon_like,2.875360326613232
358.0,proton,nucleon_like,18.945563294339777
359.0,proton,nucleon_like,3.666986925324475
360.0,proton,nucleon_like,5.250240122746963
361.0,rho,rho_like,16.262202844550067
362.0,proton,nucleon_like,17.80927668602449
363.0,pion,pion_like,9.011472373367507
364.0,proton,nucleon_like,2.4395652601534046
365.0,proton,nucleon_like,2.846159455948183
366.0,proton,nucleon_like,10.12419579649921
367.0,proton,nucleon_like,7.6652249064915665
368.0,proton,nucleon_like,6.152879283492025
369.0,proton,nucleon_like,19.025380750344084
370.0,rho,rho_like,15.885184872071285
371.0,rho,rho_like,10.546239958274057
372.0,rho,rho_like,10.591133331307535
373.0,proton,nucleon_like,2.439565260153411
374.0,proton,nucleon_like,3.666986925324479
375.0,proton,nucleon_like,4.81844379617719
376.0,proton,nucleon_like,8.128187852307757
377.0,proton,nucleon_like,9.506911868744309
378.0,proton,nucleon_like,20.493222578558473
379.0,proton,nucleon_like,8.388451638846757
380.0,proton,nucleon_like,25.26577090009542
381.0,rho,rho_like,13.199999735809492
382.0,proton,nucleon_like,19.294743200913192
383.0,proton,nucleon_like,4.297119959852184
384.0,proton,nucleon_like,15.944358285629509
385.0,proton,nucleon_like,18.449872127114787
386.0,proton,nucleon_like,5.676979228066012
387.0,rho,rho_like,10.631216734351304
388.0,pion,pion_like,12.496712292773562
389.0,proton,nucleon_like,20.300064598962464
390.0,proton,nucleon_like,11.14053409001702
391.0,rho,rho_like,9.403703506827615
392.0,proton,nucleon_like,16.819902071295033
393.0,proton,nucleon_like,2.8753603266132317
394.0,proton,nucleon_like,16.91381133740576
395.0,proton,nucleon_like,23.07606929573078
396.0,rho,rho_like,10.152241502578121
397.0,proton,nucleon_like,15.099462267199643
398.0,rho,rho_like,10.631216734351295
399.0,proton,nucleon_like,3.666986925324479
400.0,rho,rho_like,9.403703504922428
401.0,proton,nucleon_like,20.38457121503572
402.0,rho,rho_like,26.68877598115084
403.0,proton,nucleon_like,4.300288204293466
404.0,proton,nucleon_like,4.300288204293466
405.0,proton,nucleon_like,3.666986925324475
406.0,rho,rho_like,6.946913459255599
407.0,proton,nucleon_like,9.126191824403492
408.0,proton,nucleon_like,9.506911868744309
409.0,rho,rho_like,15.94328219692508
410.0,proton,nucleon_like,2.87536032661323
411.0,rho,rho_like,9.792955497531874
412.0,proton,nucleon_like,22.78291774952895
413.0,proton,nucleon_like,2.8461594559481727
414.0,proton,nucleon_like,2.4395652601534152
415.0,proton,nucleon_like,20.300064598962464
416.0,proton,nucleon_like,20.174361969625174
417.0,proton,nucleon_like,20.788700466704274
418.0,rho,rho_like,10.152241502578107
419.0,proton,nucleon_like,21.224217512466033
420.0,proton,nucleon_like,2.875360326613234
421.0,proton,nucleon_like,20.38457121503573
422.0,proton,nucleon_like,18.90263587758328
423.0,proton,nucleon_like,3.666986925324471
424.0,proton,nucleon_like,2.87536032661323
425.0,proton,nucleon_like,23.177781009423004
426.0,proton,nucleon_like,2.8753603266132357
427.0,pion,pion_like,27.719036013116366
428.0,proton,nucleon_like,2.846159455948179
429.0,proton,nucleon_like,18.84118662110338
430.0,proton,nucleon_like,20.493222578558484
431.0,rho,rho_like,10.119752889549769
432.0,proton,nucleon_like,2.439565260153407
433.0,proton,nucleon_like,2.846159455948179
434.0,rho,rho_like,10.119752889549765
435.0,proton,nucleon_like,7.383924802177326
436.0,rho,rho_like,9.337859891139967
437.0,pion,pion_like,17.552698385601705
438.0,rho,rho_like,9.835802273209048
439.0,proton,nucleon_like,20.3919639209811
440.0,proton,nucleon_like,3.666986925324473
441.0,rho,rho_like,10.280246699554352
442.0,rho,rho_like,10.631216734351298
443.0,rho,rho_like,16.262202844550064
444.0,rho,rho_like,9.792955497531874
445.0,proton,nucleon_like,2.8461594559481727
446.0,proton,nucleon_like,11.780842920827299
447.0,proton,nucleon_like,2.84615945594817
448.0,proton,nucleon_like,18.40762856347326
