attempt_id	species_id	memory_score_k10
394	11666d613ca07a13a1a3ae9db75c1ffffb35c79eb23f02348aced9b86659277d	-1.461544636598414
395	393a4cfaf5e1cb986ca2ae504819ed52ccdc78c12d31abb12a96ab2b90041e76	-0.3624634241451732
396	aa373570f9f29a3f30e2e7e6c1d84a1a438e4a01b656088c354e09ef2e101759	-2.65042306280237
398	4b0f6cba47652dc97ea988d105af5838f758007011429e176cb339b1f9009626	-0.20376224366134865
399	762b28aedf613df4e7cd608c5529cc8f69e992510e7a6e232022c8c46c7273e6	-585.0295982214369
400	f732cf053bdd267aafd35b38a43b4fc82f673ccffbb1054c0573bdf2cc173815	-16.80956985998735
404	34ab4a1df248c8a1f5d3896f0c96ea7ff8992179a47089488e3d7c12ada49820	-0.09637911571695157
406	3795bb1d69bae0f71aecf88f2cff3da8bb08a7faa60e790e2336240de7624353	-3.224400303640344
407	31bed1e411ec5c69f60619c981161428209dc46348b503e7d839f4aab1ccacc3	-0.1977132775348609
408	fd34270e9281fa077cda8ada069ec1d6eb68edea038d911aca56f19b5c0e3608	-1.3614339734266339
410	f1d4b8a8fb9a48f4ec5b8d5cefadf1482e13a1ed96750258a491bee09bb98ed0	-1.0407522777311935
411	4c464089aa80bd0031380073a82caedfbba5d312442bfea8f46b95269f66a790	-1.6204732563225708
412	966756281add55acda29b4d50faa7cdaae3ce97bd7eda708e267b7a367d20eb2	-0.12083048875485392
413	7376edcdad5002a5774d3b0ad1f8f7c6fee090bb0b47208456e1fbb7b04bcaf2	-1.2874683384996994
414	3c6cdbe6b65dc124be34b262705ba4e00ee4967643ed69d7bb1cb3301f2a8034	-3.623940012680551
415	8eebb2cc3ad3366f71c70435d6b03a7f358b150f74f4b5ed1179c16013e387b0	-0.08166065999293481
419	135699b1a10e36134e725c6f16131a7f897e7d973579d05496615a3c0786a4fe	-0.8908755530881347
421	7c8401ade8a930468be908ece6732acb270e23479dbdcbcc5d1f4745e57f1f49	-2.3642991218681755
422	12b9efce06bb75212d98c25a781acde0ff84e14f9608a9b4a2b62fae4f2bf427	-0.32052981400821023
423	8bbe6ce84d7db39981d1d8a8bc3817fd803580b871a8be9a10982dec11adb822	-11.49219133030518
424	3fd884f72dbeb35bbbfa29e3c81da9c41de09fd972c203fd3b52cbb222957a65	-1.7014546021463839
